Unnamed: 0,Video ID,Title,Channel,Upload date,Stock,Summary,Company,Symbol,Sentiment
74,Et8c_2ykWG4,"Still a question over how AI will be integrated into Alphabet's products, says former Google VP",CNBC Television,2024-02-27 16:39:54+00:00,3,"i think it's an interesting time for the company around some of the these products and how they operate. i think it is still a question how these kinds of technologies get integrated into their flagship products, search being one of the biggest ones people are going to pay attention to. i do think google has less of a history of that and they also have taken a cautious approach with their non-search products over the years.",Alphabet,GOOGL,1
75,Droj7JKC04o,Trade Tracker: Josh Brown sells McDonald's and Zoom,CNBC Television,2024-03-07 18:41:05+00:00,36,"McDonald's will be fine. It will have a good year. It's not a cheap stock but it shouldn't be. i'm not bearish on mcdonald's. what else do we want to do? >> shake shack- by the way, you can't talk about one. -- >> i can't sell it. >> listen to me now and believe me later.",McDonald's,MCD,1
76,EUHNEsJPWZk,"Warner Bros. Discovery-Paramount deal was never really on to begin with, says Puck's Matt Belloni",CNBC Television,2024-02-28 13:26:59+00:00,336,"warner bros, discovery is no longer in talks with pair mount global, joining us right now is puck's matt bellamy. i think both of these companies are exploring whatever there is to explore at this point, looking at whoever it is they're looking to talk to. it was surprising that sources would say it was off just because it was never really on to begin with.",Warner Bros,WBD,1
77,EUHNEsJPWZk,"Warner Bros. Discovery-Paramount deal was never really on to begin with, says Puck's Matt Belloni",CNBC Television,2024-02-28 13:26:59+00:00,482,"i think paramount goes to david ellison, skydance and the redbird group. paramount and the company come taft joint venture of sorts with paramount and peacock. i think warner's has to look to comcast and see if brian roberts is looking to do a deal with them.",Paramount,PARA,1
78,3pjlHhiJUcI,"Investors revaluing Tesla as a hardware company instead of a software company, says Ross Gerber",CNBC Television,2024-03-05 01:10:57+00:00,11,"Tom and -- tom, starting with you. What is wrong with the stock? Tom: ""This is more than a car company. it's a autonomy company"" tom: ""The model 3 and model y largely saturated. There will be growth in 2024.. that, still, is significantly off the 40% growth that they did in 2023""",Tesla,TSLA,0
79,62-tvBGb59I,"Trade Tracker: Kari Firestone trims Meta, Adobe and adds to Paycom",CNBC Television,2024-02-28 19:07:44+00:00,5,you trimmed meta weiss. i want to hear from kari on meta >>. it was a portfolio decision. it had been a great stock- telephones- our largest position. it got to a level that was just unbelievably cheap. we believe in the company and didn't want it to be in the position. and we trimmed it.,Meta,META,1
80,62-tvBGb59I,"Trade Tracker: Kari Firestone trims Meta, Adobe and adds to Paycom",CNBC Television,2024-02-28 19:07:44+00:00,30,you trimmed adobe >>. adobe is slightly different. it proved to be a really strong stock. portfolio management decision plus. we understand that there are issues about ai being the text-to-video format and what competition might come their way. you trimmed ad Adobe >>.,Adobe,ADBE,2
81,62-tvBGb59I,"Trade Tracker: Kari Firestone trims Meta, Adobe and adds to Paycom",CNBC Television,2024-02-28 19:07:44+00:00,454,"we don't know about that specifically, but it adds risk. and up added to paycom >>. after, it wa. after. We're not sure if that's true, but if it is, we don't want to know. We want to make sure we're doing the right thing for our customers.",Paycom,PAYC,1
82,sBUc8uMr3lc,Boeing reportedly in talks to buy Spirit Aerosystems,CNBC Television,2024-03-01 19:00:31+00:00,78,"Boeing is in talks to buy spirit aero after the door plug incident on an alaska airlines flight back in january. ""The country needs boeing to be successful. the airline industry knows it, and by that i mean the global airline industry,"" Jim says.",Boeing,BA,0
83,Jfs7DyEMBEs,HPE CEO Antonio Neri on mixed Q1 results: A big chunk of AI shipments are deferred,CNBC Television,2024-03-01 14:34:44+00:00,315,"Hewlett Packard Enterprise reports fiscal first quarter beat and sales dropped more than 13% from a year ago. hb forecasting quarter revenue below expectations joining us. sir looking at stock, which has fallen about 5% on the back of this news. Mr. Packard, i'm excited about independent closure of the juniper acquisition.",Hewlett Packard Enterprise,HPE,0
84,lwZmQUS0HSI,"Walmart is a 'much more diversified' company than Target, says CFRA's Arun Sundaram",CNBC Television,2024-03-05 15:47:52+00:00,107,target reported 5.8% operating margins this quarter- the strongest this year and moving in the right directions. i think the big question is when discretionary sales will improve. that's what's needed to improve the top and bottom line. walmart is much more exposed to food and beverage category versus target.,Target,TGT,2
85,lwZmQUS0HSI,"Walmart is a 'much more diversified' company than Target, says CFRA's Arun Sundaram",CNBC Television,2024-03-05 15:47:52+00:00,12,"i think walmart is a much more diversified company than target. we talked about sales. mix is different. walmart has the club model, sam's club. they have an international business as well. it has a third-party marketplace much larger advertising business. that's where the margins are.",Walmart,WMT,1
86,pFsP1cvJQvs,"Occidental Petroleum CEO talks the CrownRock deal, Chevron and Hess and natural gas prices",CNBC Television,2024-02-27 21:54:44+00:00,25,"i was surprised when natural gases were five dollars or above, i was surprise the prices were below two dollars. i think this is a short-term thing. i don't think any of these deals that are being proposed today create any trust issues. we have the chemicals business that is ahead from the low front. we can make ore money and chemicals when gas is low gases and have so much of an impact.",Chevron,CVX,1
87,8UwYxS9wffc,Target CEO Brian Cornell on earnings beat: We've seen a very resilient U.S. consumer,CNBC Television,2024-03-05 13:49:41+00:00,107,"target is out with better than expected fourth quarter results. it was much better than the 242 the street was expecting, also beating expectations. joining us is brian cornell, target's chairman and ceo. that stock by the way up by 7.6% so far this morning. We are putting a lot of time into ensuring we have the right balance of newness and that's whether you are stopping in the stores or online. The consumer is still looking at value propositions and you are looking at a consumer. a little pinches come again. i think our entire team has learned how important is it to listen to the consumer. and we value the relationship we have with the guests that love shopping at target. we have to listen to the consumer and be on trend and understand how things are changing and being in the retail business today social is a big role on what people buy. if becky is wearing a wh,",Target,TGT,2
88,KGcoOQ2-ah8,Chevron-Hess deal in jeopardy? Here's what to know,CNBC Television,2024-02-27 13:08:48+00:00,25,exxon could spoil the chevron deal to purchase hess for $53 billion. Chevron is warning investors the deal could be in jeopardy. The terms were signed a decade ago. i don't know if the rights exist. to make the call today will be very difficult. you know to see which one is.,Chevron,CVX,0
89,KGcoOQ2-ah8,Chevron-Hess deal in jeopardy? Here's what to know,CNBC Television,2024-02-27 13:08:48+00:00,186,"Exxon claims it should have the right of first refusal over the deal with hess, because hess owns 45% of the venture in guyana. The timing that lapsed between when this was initially announced and now exxon making a call that. i don't cover hess see how that stock will continue to progress.",Hess,HES,1
90,V55ZMNPOujM,EU regulators fining Apple €1.8 billion over Apple Music,CNBC Television,2024-03-04 13:29:09+00:00,1,Apple was fined $1.8 billion by the european commission. The fine is over apple music in europe. Apple is going to appeal the decision. The eu agrees more with spotify. This is just one beat in just this big drama between these companies. Apple has 2.7 trillion dollars on its stock. The company is under pressure to comply with European Commission rules. Apple has no story to tell in the same way that microsoft has. Apple is an important sign for your 401(k) and my 401(K),Apple,AAPL,0
91,3yT-838RSj0,Boeing and Spirit Aerosystems confirm merger talks,CNBC Television,2024-03-01 22:01:05+00:00,78,"Boeing and spirit aerosystems confirm they are in merger talks. tony -- airspace and defense. epf -- portfolio manager. i think strategically it makes a lot of sense, i think in the near term there is no silver bullet, but i think this is probably the right thing long term.",Boeing,BA,2
92,AG7yXT3Dg6A,Fmr. Discover chief risk officer discusses what went wrong at NYCB,CNBC Television,2024-03-01 19:15:14+00:00,256,"Brian hughes, the former chief risk officer at discover, talks about the new open banking rules. hughes: The rules will allow banks to safely -- allow consumers to safely- share information with banks that will allow them to make more fair and more informed underwriting decisions. The rules are expected to be finalized sometime this year.",Discover,DFS,2
93,-ClEa_WH4js,"Spirit Aerosystems needs to come in-house to be better managed by Boeing, says Jefferies' Kahyaoglu",CNBC Television,2024-03-01 21:41:08+00:00,78," spirit has been at the center of quality issues affecting boeing 737 max gastronomy. i think, given the faa audit is in week 46,. there is a doj investigation. there is clearly a lot of manufacturing mishaps going on. boEing has to bring speared in-house.",Boeing,BA,1
94,F3aLkb5GELY,The economy is resilient and fine but feels soft: Moody's Mark Zandi,CNBC Television,2024-03-06 19:05:01+00:00,124,,Moody's,MCO,1
95,sxG5THYWvL4,Trade Tracker: Josh Brown buys McDonald's,CNBC Television,2024-02-26 18:57:02+00:00,36,"i really like the technical setup here. mcdonald's in december had an investor day and the plan going forward is to grow this company at the fastest rate ever. i think it will punch through and when it does, probably not many sellers will be left. i am hoping we can stay long in this name, because i think fundamentally and technically it has what it takes.",McDonald's,MCD,2
96,qh3tI49EiXQ,Goodstein: A company with cash like Berkshire should sit tight and look for the best opportunity,CNBC Television,2024-02-26 12:37:51+00:00,6,"Warren buffett is a value investor and many of our members are value investors. he is looking for opportunities for something that is under valued, with long-term growth potential. i want to ask about berkshire hathaway being in conglomerate. are you worried this company will suffer conglomerate diskd discounts?",Berkshire,BRK-B,0
97,cLWT3iaMDHM,"Target's initiatives will bring the company growth, says Morgan Stanley's Simeon Gutman",CNBC Television,2024-03-05 17:24:42+00:00,107,"The retailer is taking share from all of the above: kraft, hardy, probably some in sporting goods, apparel- we think all those categories together- plus food, i should say. beauty along with partnership with ulta, has been driving significant share gains. that continues the target store in the strip mall.",Target,TGT,2
98,eDDvGFLo-F0,Republic Services CEO Jon Vander Ark: We've moved from a waste company to a sustainability company,CNBC Television,2024-02-28 13:55:43+00:00,148,"republic services forecasting better than expected. revenue for the year attributed high demand for garbage collection and disposal. Revenue for year attributed to high demand. for garbagecollection and disposal, according to public services forecast. For confidential support call the Samaritans in the UK on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details.  john vander ark, republic services ceo for years, talks about the company's strong outlook. He says the company has moved from a waste company to a recycling and waste company. The company added more than 15,000 jobs over that period, as well, he says.",Republic Services,RSG,2
99,rytrswAfB60,Apple iPhone sales plunge 24% in China,CNBC Television,2024-03-05 17:37:17+00:00,1,"Apple shares slip again after a report of weak iphone sales in china. Apple already warned. iphones globally will be off by about $5 billion in the current march quarter, and we already saw how ugly china was in the holiday quarter last year. huawei, still small market share in ch China but taking share from apple and other competitors.",Apple,AAPL,0
100,78U3w4LZQzM,FTC sues to block Kroger-Albertsons merger: Here's what to know,CNBC Television,2024-02-27 13:32:34+00:00,217,"filed a lawsuit to block the merger over kroger and albertson's. joining us, kathy o'neal, former, senior director, and people are separated on this. There are people that say the elephant in the room is walmart. kathy: The ftc is looking at a narrow slice of the market.",Kroger,KR,1
101,_eylwxTnxuk,Apple hit with a European Union antitrust fine of nearly $2 billion,CNBC Television,2024-03-04 18:46:29+00:00,1,"Apple is facing a $2 billion us fine and 1.8 in euros. The fine puts at risk 10% of annual global revenue from these companies. Apple points out in their statement that spotify has 56% of the european streaming music market. If what they're hinting at is spotify is alleging antitrust behavior, how exactly does the next chapter play out in this appeal process?",Apple,AAPL,0
102,eTWcK2zeNTY,DOJ probing Boeing over door plug blowout incident: Here's what to know,CNBC Television,2024-02-29 13:24:34+00:00,78,"boeing shares are slightly lower this morning, after reports that the justice department is looking into the door plug blowout incident on an alaska airlines flight last month. This is fairly serious because it goes back to an agreement they had from years ago- several years ago. This could raise some new problems and potentially criminal charges.",Boeing,BA,0
103,zfB6yaIO9yo,"Jeff Bezos becomes the world's richest man again, passing over Tesla CEO Elon Musk",CNBC Television,2024-03-05 20:40:45+00:00,11,"what's happening with tesla and how it affects elon musk and amazon stock. can you take us through some of the movement that we are seeing in the world's richest ranks? at one point, you know the arnos were doing well for themselves. warren buffett, bill, gates in that mix as well.",Tesla,TSLA,1
104,HSCfgduwi2c,Kroger CEO Rodney McMullen on FTC lawsuit: We were disappointed but not surprised,CNBC Television,2024-02-28 17:55:48+00:00,217," rodney mcmullen, kroger's ceo, says merger is good for customers, associates and communities. ftc says acquisition of albertson's would lead to additional grocery price hikes for everyday goods, further exacerbating the financial strain consumers across the country face today.",Kroger,KR,0
105,_V1YC1rC6_I,"Transportation Sec. Buttigieg on airline mergers, Boeing's woes and Pres. Biden's economic record",CNBC Television,2024-03-05 15:17:14+00:00,78,"FAA administrator met with the senior leadership of boeing, communicated some real concerns about what seems to be their inability to comply with the kind of quality control practices that faa expects of them. gave them 90 days to present a comprehensive plan and show how they're going to move forward to cure these issues. The president will give the state of the union address on Thursday. Faa says the president needs to take more credit for the good things happening in the economy. He says Congress needs to focus on the things that are going right and stop using the bad things to score political points.",Boeing,BA,0
106,D5Qkvn4GYiQ,Cramer’s Mad Dash: Dollar Tree,CNBC Television,2024-03-04 15:04:35+00:00,273,i happen to be a dollar tree fan. i went by my dollar general this weekend because it's not functional. they don't have enough inventory. my dollar tree is chock-full. i think you're totally right. but they can get rid of all the bad family dollars.,Dollar Tree,DLTR,1
107,C7-Hpgu9Ezo,"Maybe we shouldn't be surprised Domino's can give us such encouraging numbers, says Jim Cramer",CNBC Television,2024-02-27 01:15:24+00:00,383,that is positive and that propels the session we had: a strong quarter from domino's what and a much better long term quote than anyone expected. i-25% dividend boost and a buyback optimization which is pretty substantial for 16 million dollar company. i'm not saying look at one of these pauses that bails of said every single day. they did not see it.,Domino's,DPZ,2
108,ZD3D9fqKUa8,"Partnership with Walmart will help enhance breast cancer detection, says Radnet CEO Howard Berger",CNBC Television,2024-03-02 00:40:50+00:00,12,"now breast screen service inside walmart. that's where people can go and that is a great place. people can get detection by going to walmart >>. well, we think not only will that be more convenient for patients. but there is perhaps one third of the female population that should be getting routine breast screening.",Walmart,WMT,2
109,6joVbGA2nKw,"Why Apple stock is an 'opportunity,' and Boeing is a 'trap': Main Street Research's CIO",Yahoo Finance,2024-03-09 00:46:20+00:00,1,"The shares are down about 10% or so year to date. i think that investors are misunderstanding about apple. where are they going really in this, what we call the new tech, le ai bull market. first, it starts with ai subscriptions, probably in q2. q3 is really exciting because that's going to be uh iphone 16. i think that's what apple's doing here. they're saying, you know, let's give up on the driverless car and the 1010 billion that we threw at that. where are they refocusing it? ai. i think that if they don't, um, make magic happen in the next few quarters, i think it's the ai, uh, play um the stock definitely obe at risk.",Apple,AAPL,0
110,6joVbGA2nKw,"Why Apple stock is an 'opportunity,' and Boeing is a 'trap': Main Street Research's CIO",Yahoo Finance,2024-03-09 00:46:20+00:00,78,"i'm talking about boeing. those shes down more than 20% of your to dat. but you say no, you don't want to get in here. let's talk about why. what's been going on production wise at the company? yeah, i mean, you know, it takes decades to build a great reputation and it takes moments to ruin it.",Boeing,BA,1
111,uoTKkw9ic7c,Walmart's 3-for-1 stock split goes into effect,Yahoo Finance,2024-02-26 15:43:00+00:00,12," walmart 3 for one stock split going into effect today after closing at 17556 on friday. Now pre-market trading, accounting for the stock split, with the retail giant trading just around 59 here in pre- market activity. If you look at the yahoo finance platform right now on yf plus, you can see that this stock is trading near the top of the 52 we range, but just at the bottom of the day range.",Walmart,WMT,1
112,834p9evBR48,"Broadcom earnings: There's more room for AI growth, analyst says",Yahoo Finance,2024-03-07 22:30:00+00:00,8,"Broadcom's first quarter results hit the wire and the shares down a quick 1.8%. The company sees its full year revenue at about $50 billion, so that's something we'll be watching as well. Part of the reason the stock has surged: investors seeing this as an ai play, and htan talks about that. that was, of course, n Nvidia and the other name was broadcom and you saw kind of the, the reaction or the move in the stock prices last year from those names. As you kind of going into 2024 here, that that the same story that you saw in 23 for broadc comp continues to build. angelo, what, what is that acquisition going to mean for broadcom's business going forward? yeah, i think it it it boosts the, the margin trajectory of this company. i think a lot of investors are going to want to know exactly where the opex number, is going to look like here over the next couple of quarters.",Broadcom,AVGO,0
113,WGksFVVuIxA,Berkshire Hathaway stock pulls back from record high on earnings,Yahoo Finance,2024-02-26 23:27:06+00:00,6,"um. berkshire has a really good insurance franchise in geico and a reinsurance franchise and as well as a commercial lines franchise and that really drove results. um, that plus higher investment income. i mean there are some some drags on on results um, and i think one of the reasons why the stock maybe a a little weak today is some concerns over burk shear's um utilities exposure. i think berkshire has a fairly satisfied investor based um. i could see a situation where, you know, sometime in the future perhaps their investor base pushes them to initiate a dividend. but my sense is that the majority of birkshire hathaway's shareholder base is a pretty satisfied bunch.",Berkshire,BRK-B,0
114,4yeCqUUD8b4,"Costco stock falls after missing Q2 revenue expectations, analyst says 'a really strong quarter'",Yahoo Finance,2024-03-08 16:52:54+00:00,23," costco shares are falling pre-market after missing analyst expectations for revenue in its second fiscal quarter. The big box retailer did, however, beat estimates in its same store sales, rising 5.8% compared to the 5% that was expected. joining us now for more on this result, more on these results. The consumer is still pretty strong, right, and and and that showed up in in the retail sales. management teams and companies seem to say that consumers are a bit more stretched than they have been over the past few years. so we could, i think we'll still continue to see the business performing well, but we do think that the valuation is stretched at the moment.",Costco,COST,0
115,kPS-wGgX3Ao,"Target stock rips higher on Q4 earnings, retailer announces membership",Yahoo Finance,2024-03-05 16:42:07+00:00,107,"Yahoo finance executive editor brian sai here to break down the quarter for safe sai. retailer posting a big profit beat in his quarterly results. cautious consumer spending more this holiday quarter. target chairman co brian cornell says: we are going back to growth mode this year. i'm curious, as because you, we have all talked about this in the past- just why hasn't target come out with a product like this earlier? right, there's been lots of talk about the fact that this could really be a driver here in sales in the long run. on a day like this, i'm thinking costco raking in millions of dollars on membership fee income. target's going to do the same.",Target,TGT,2
116,mdEdOk3Tv8A,Micron stock jumps on chip production for Nvidia GPUs,Yahoo Finance,2024-02-26 23:29:21+00:00,61, micron is a memory chipmaker which traditionally is seen as more of a commodity product and i think there were some questions among investors about what role the memory chip makers were going to play. micron says these are going to begin shipping in the second quarter of this year.,Micron,MU,1
117,POxLq7b49i8,"Investment advisor: Consol Energy stock is a buy, Chevron is not",Yahoo Finance,2024-03-06 23:07:13+00:00,25,"chevron has a um, um, 13% return on equity. cix has a 50%. so there's, you know, just mathematically those numbers are different, right, and so if you're talking about a trade, one to buy and one maybe to void. i think that's the opportunity. yeah, i mean, chevron's also trying to make a monster acquisition, so we could see, you could change, but you.",Chevron,CVX,1
118,bTFbkGn5ugA,Tesla stock falls over China concerns including BYD and other homegrown EV competition,Yahoo Finance,2024-03-05 18:38:47+00:00,11,"tesla shares tumbling to new multi-week lows on troubles in china now slowing china shipments and new price cuts in the region. For more on this, we want to bring in dan lovey, barkley's senior autos analyst. i think what we're seeing playing out is the, the broader theme that we've been talking about, which is that this is really a year about pivoting from supply constraints to demand constraints. i would say one thing that you've seen change a little bit with tesla is that, as opposed to last year, where there were sort of more open and wide price cuts from them. What we've seen really in in the last- call it six months is more. i would call it discreet- uh discounting, other forms of discounting.",Tesla,TSLA,0
119,pIgrmWs-q3U,Alphabet stock drops on analyst's AI warning,Yahoo Finance,2024-02-26 21:57:49+00:00,3,"Shares of google parent company alphabet. they are down today. that's after one analyst shared some concerns over the tech giant, milus analyst ben reus, highlighting that alphabet's missteps in ai may fuel the perception that google is an unreliable source for artificial intelligence. the analyst reiterated his hold rating on that company.",Alphabet,GOOGL,0
120,J_Nijmbcuh8,"Target stock soars, plus why higher income consumers are shopping at Walmart",Yahoo Finance,2024-03-05 23:02:02+00:00,107,"Finance executive editor brian sazy is here with his takeaways for the day. One retail stock is standing out to the upside, and that would be target. target also said they will be opening hundreds of stores throughout the next decade- about 30 this year, 30 next year- and they will continue at this pace. i going to ask you a question: are you signing off for the new target membership program? do you need that in your life? no, okay, and i think that's very telling. if you're an analyst, you're modeling millions of dollarars, julie. that is the average american shopper right there.",Target,TGT,1
121,J_Nijmbcuh8,"Target stock soars, plus why higher income consumers are shopping at Walmart",Yahoo Finance,2024-03-05 23:02:02+00:00,12," walmart opening and remodeling hundreds of stores. i caution people to just think before you start modeling that in, because it doesn't happen overnight. a higher income household is going to walmart. they no longer view walmart as a dumpy place to buy homegoods. that's why one more chairs have outperformed the past year.",Walmart,WMT,2
122,29PKjKGuEQY,Disney gets price target boost from Morgan Stanley,Yahoo Finance,2024-03-04 18:00:01+00:00,32,"Madison mills: A call out from morgan stanley raising their price target on the stock to 135 bucks a share from 110 madison mills is on the floor of the new york stock exchange. this could also be a sign that that joint venture between warner brothers, fox and disney is getting a bullish view on the street now.",Disney,DIS,2
123,T1P3LyssWvA,"Travel stocks for investors to watch: Delta, Marriott, Royal Caribbean",Yahoo Finance,2024-02-26 19:56:42+00:00,122,"Marriott is one of the top picks among analysts who are looking across the accommodations in the hotel industry across the street here. One huge theme to zero in on for marriott is going to be that rebound in corporate travel that we've been continuing to talk about, with the number of events that are set to be hosted and bookings that come along with those events.",Marriott,MAR,2
124,T1P3LyssWvA,"Travel stocks for investors to watch: Delta, Marriott, Royal Caribbean",Yahoo Finance,2024-02-26 19:56:42+00:00,238,"The company expects to grow capacity by the introduction of the utopia of the seas and silver ray in the first full year of service. The new ships not only elevate their vacation experiences, they said, and draw new customers to their brands. In 2024 they expect yields to grow 5 and a4 to 7 and a qu% driven by the performance of their entire fleet.",Royal Caribbean,RCL,2
125,-zzZk4ll1t8,"Nvidia, Meta, and Amazon are big three winners of earnings season",Yahoo Finance,2024-02-27 21:59:30+00:00,4,"Nvidia, amazon, meta- the big three winners of this earning season. Analysts- even this week, with barkley's out this morning- upping their target even more. When you're adding in big tech and adding in those high expectations, that's what's driving these targets higher.",Amazon,AMZN,2
126,wo1FfVuBark,Paramount's 'key focus' has turned to profitability: Analyst,Yahoo Finance,2024-02-29 22:14:44+00:00,482,"paramount shares climbing higher up just about 3 and a half% in the pre-market, after posting a surprise profit in the fourth quarter. boosted by a 69% jump in streaming revenue from just a year ago. Media giant also announcing that it expects to achieve profitability for paramount plus in 2025 in the us. um, so they're, they're definitely pushing more on the paramount plus advertising tier but, as i'm sure you all know, um, so are everyone else, and especially with amazon now in the marketplace and netflix ramping up. yeah, we do know it well. robert fishman, mo at nathanson, senior analyst.",Paramount,PARA,2
127,5t6MQCD9_eY,Amazon to join the Dow: A historical look at other company replacements on the exchange,Yahoo Finance,2024-02-25 17:00:04+00:00,215,"jared blicker is here with a look at how historical changes to the dow has affected the average. dow is the people's index. it might only be 30 stocks, but it goes back to the late 1800s, 1896, and it is a reference point in the market. dow has not hit 40,000 yet, but actually very recently.",Dow,DOW,1
128,5t6MQCD9_eY,Amazon to join the Dow: A historical look at other company replacements on the exchange,Yahoo Finance,2024-02-25 17:00:04+00:00,4,"amazon set to join the index in replacing walgreens boots alliance. we'll have to see if something similar happens with amazon and wal walgreen, uh, but we'll having to see in a few years. Amazon will be in the same index as Walgreens.",Amazon,AMZN,1
129,sZ2CkOI01K0,"Stifel upgrades Micron to Buy, diverges from Wall Street estimates",Yahoo Finance,2024-03-07 21:15:02+00:00,61," chipmaker micron is riding higher on a steel notes saying now is the time to buy upgrading it from a hold rating. Shares are up 3% after the price target was raised to $120 a share. on the flip side, i do quickly want to mention muho. the analysts over there saying they're concerned about you know, most of people we've talked of said we don't think it's a bubble.",Micron,MU,2
130,VbziVP02aeU,"Boeing’s deal with Spirit AeroSystems puts it on 'the path to normalization,' analyst says",Yahoo Finance,2024-03-06 19:21:46+00:00,78,"Shares of boeing down over 20% roughly since the start of 2024. downward trend mainly coming after the incident in early january where a side panel was blown out midair on an alaskan airlines flight. dubai carrier emirates now voicing its support of Boeing's potential takeover of spirit aeros systems. um, because really the number one thing we've been looking at at boeing is there's this risk premium that's built into the stock. i think this would sort of help, you know, lower that risk premium as we go down to live and so looking for an offset.",Boeing,BA,0
131,nyFM1URefro,"HP CEO on Q1 revenue decline: We expect the PC market to grow, demand has slowed down",Yahoo Finance,2024-02-28 22:20:35+00:00,272," hp inc. revenue missing estimates here. First quter free cash flow at only $25 million versus the billion dollars that analysts have been anticipating. Second quarter forecast of adjusted earnings per share of 76 to 86 cents is uh compares with the 82 cents that analysts had been forecasting here.  i think the changes that we see happening in the technology space driven by ai are opening a tremendous opportunity for hp. i think ai is is a sar disruption that is going to enable the creation of significant value that today we really don't understand how it will h. i am more optimistic now than i have been in the many, many years before hri.",HP,HPQ,0
132,ktpyFHMC3ts,Salesforce is really showing their dedication...to rewarding investors: Macquarie's Fred Havemeyer,Yahoo Finance,2024-02-29 19:59:55+00:00,26,"salesforce reported an earnings beat and announced its first ever dividend, but forecasted weaker than expected fiscal full year revenue. Chief financial officer noted that salesforce was not factoring in material contribution from ai products, expecting to see it in two or three years. For more on how investors can discern the early beneficiaries of generative ai, let's bring in fred havm, who is the head of us ai software research. Fred hav meer mcquary: Who is winning the battle of the co-pilot right now? i think it's so early days that it remains an open field. i think, in terms of the technology, open ai still appears to be in a position where they're serving the best models.",Salesforce,CRM,0
133,c_uA3BGb4aU,Target: 5 biggest risks for stock amid challenges including competition and inflation,Yahoo Finance,2024-03-05 21:16:10+00:00,107, ,Target,TGT,1
134,k5AvO39RtXc,Domino's growth has 'more to come' amid Uber Eats deal,Yahoo Finance,2024-02-26 18:13:04+00:00,383,"  uh, but keep in mind, if consumers are looking for a value, um, and and ways to leverage their dollars, really there is no better way than the pizza category, and domino's is the leader on value. so you could feed a family of four for 25- 30 bucks. um, you struggle to do that in any other qsr or any other restaurant out there.",Domino's,DPZ,1
135,k5AvO39RtXc,Domino's growth has 'more to come' amid Uber Eats deal,Yahoo Finance,2024-02-26 18:13:04+00:00,50,,Uber,UBER,1
136,vAA-XZtSkRc,"Salesforce Q4 earnings top estimates, revenue outlook disappoints",Yahoo Finance,2024-02-28 21:45:08+00:00,26,"Salesforce's fourth quarter earnings per share came out 2 pennies above what analyst had been anticipating. The company expects as most $38 billion in revenue. After hours, the stock is down about 6% and after hours- obviously this is another name that had this tremendous run into this print.",Salesforce,CRM,0
137,cwG022pJa5k,@Walmart’s 3-for-1 stock split: What to know #shorts,Yahoo Finance,2024-02-25 04:30:21+00:00,12," walmart will be conducting this stock split for the 12th time in 50 years. shares will be issued after market close on february 23rd, but investors need to know that they must own shares that close a business thursday feb February 22nd. then on monday, febFebruary 26 that market open, wal Walmart will begin trading on a posts spit basis.",Walmart,WMT,1
138,tA4Oh-f8U9I,"Berkshire Hathaway's cash balance rises to $167B in 2023, plus what it  means for future deals",Yahoo Finance,2024-02-26 16:08:32+00:00,6," berkshire hathway reported record profits in 2023, as well as cash holdings that hit a record for the fourth quarter. It is the company's first report since the passing of its vice chair, charlie munger. For more on this, we turn to gregory warren, who is the morning star strategist and senior stock analyst. i think that that's something that the next guys who run the firm are really going to have to address when they take over. i think we'll probably see more on the stock investment front than we will outright acquisitions. and just with regard to that next big deal down the road, where is that next purchase opportunity? i just think this be harder and harder. i mean i think he even sort of noted that in the, the,. the letter this year, that that so many of the businesses that they could buy that would be meaningful, because berkshire is such a big organization at this point, um have already been picked through. it's really sort of hard to find that next big deal that can be meaningful.",Berkshire,BRK-B,1
139,nEUbUyondt0,Chevron-Hess deal could face possible challenge from Exxon,Yahoo Finance,2024-02-27 16:17:33+00:00,25,"Exxon and china cuk say that they have a right to counter chevron's bid for hess's stak in an oil project off the coast of guyana. This could be the start of a very, very, i guess, long-standing dispute. We'll be keeping tabs on whether any of the analysts change their tune, for sure.",Chevron,CVX,1
140,nEUbUyondt0,Chevron-Hess deal could face possible challenge from Exxon,Yahoo Finance,2024-02-27 16:17:33+00:00,186,"exxon and china cuk saying that they have a right to counter chevron's bid for hess's stak in an oil project off the coast of guyana. exxon owns about 45% in the starbor project, and cuk owns about 25% of that project.",Hess,HES,1
141,1r1eB0uJM_c,Apple cancels EV plans,Yahoo Finance,2024-02-28 03:00:02+00:00,1,"Apple is reportedly ditching its decade old effort to build an electric vehicle. That's according to bloomberg. yahoo finances, rick newman and dan howley join us now to talk about the story. rick, why did you think it was not going to come to pass? dan, what do you think is the, the big market that tim cook moves into? Apple has not said a whole heck of a lot about the gen ai project. They've said in the past, or at least in the the most recent earnings call, tim cook had specifically said that they're working on generative ai stuff. It seems like it's more of. let's get more investment in in gen and more let's save some money on not rolling out a car.",Apple,AAPL,1
142,Xf-wFSy22nE,Disney CEO Bob Iger is trying really hard not to get distracted from Nelson Peltz fight,Yahoo Finance,2024-03-06 15:21:21+00:00,32,"disney ceo bob iger is looking to keep his focus on turning around the business, even with activist investor pressure hanging overhead. He admitted that there has been an overproduction of content, and this stems back from when disney plus first debuted. He said that he doesn't think consumers have fatigue when it comes to certain really good shows.",Disney,DIS,1
